"function","source_id","name","url","source_kind","status","pii_risk","public_api_signal","interoperability_candidate","recommended_join_key","public_note"
"necesidades","github-aldoapicella-vidasve","VidasVE","https://www.vidasve.help/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-aldoapicella-vidasve","VidasVE","https://www.vidasve.help/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-aldoapicella-vidasve","VidasVE","https://www.vidasve.help/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-aldoapicella-vidasve","VidasVE","https://www.vidasve.help/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-aldoapicella-vidasve","VidasVE","https://www.vidasve.help/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-aldoapicella-vidasve","VidasVE","https://www.vidasve.help/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"donaciones","github-betzabesp94-awesome-venezuela-relief","awesome-venezuela-relief Public","https://github.com/Betzabesp94/awesome-venezuela-relief","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","github-betzabesp94-awesome-venezuela-relief","awesome-venezuela-relief Public","https://github.com/Betzabesp94/awesome-venezuela-relief","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","github-betzabesp94-awesome-venezuela-relief","awesome-venezuela-relief Public","https://github.com/Betzabesp94/awesome-venezuela-relief","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"voluntarios","github-betzabesp94-awesome-venezuela-relief","awesome-venezuela-relief Public","https://github.com/Betzabesp94/awesome-venezuela-relief","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-betzabesp94-awesome-venezuela-relief","awesome-venezuela-relief Public","https://github.com/Betzabesp94/awesome-venezuela-relief","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-betzabesp94-awesome-venezuela-relief","awesome-venezuela-relief Public","https://github.com/Betzabesp94/awesome-venezuela-relief","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-betzabesp94-awesome-venezuela-relief","awesome-venezuela-relief Public","https://github.com/Betzabesp94/awesome-venezuela-relief","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-betzabesp94-awesome-venezuela-relief","awesome-venezuela-relief Public","https://github.com/Betzabesp94/awesome-venezuela-relief","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-betzabesp94-awesome-venezuela-relief","awesome-venezuela-relief Public","https://github.com/Betzabesp94/awesome-venezuela-relief","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"necesidades","github-betzabesp94-refugio-mental","refugio-mental","https://github.com/Betzabesp94/refugio-mental","build4venezuela_analysis","in_development","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","github-betzabesp94-refugio-mental","refugio-mental","https://github.com/Betzabesp94/refugio-mental","build4venezuela_analysis","in_development","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","github-betzabesp94-refugio-mental","refugio-mental","https://github.com/Betzabesp94/refugio-mental","build4venezuela_analysis","in_development","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"voluntarios","github-betzabesp94-refugio-mental","refugio-mental","https://github.com/Betzabesp94/refugio-mental","build4venezuela_analysis","in_development","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-betzabesp94-refugio-mental","refugio-mental","https://github.com/Betzabesp94/refugio-mental","build4venezuela_analysis","in_development","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-betzabesp94-refugio-mental","refugio-mental","https://github.com/Betzabesp94/refugio-mental","build4venezuela_analysis","in_development","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-betzabesp94-refugio-mental","refugio-mental","https://github.com/Betzabesp94/refugio-mental","build4venezuela_analysis","in_development","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-betzabesp94-refugio-mental","refugio-mental","https://github.com/Betzabesp94/refugio-mental","build4venezuela_analysis","in_development","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-betzabesp94-refugio-mental","refugio-mental","https://github.com/Betzabesp94/refugio-mental","build4venezuela_analysis","in_development","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"necesidades","github-carolmonroe22-zerena","zerena","https://zerena.help/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","github-carolmonroe22-zerena","zerena","https://zerena.help/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","github-carolmonroe22-zerena","zerena","https://zerena.help/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"voluntarios","github-carolmonroe22-zerena","zerena","https://zerena.help/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-carolmonroe22-zerena","zerena","https://zerena.help/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-carolmonroe22-zerena","zerena","https://zerena.help/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"conectividad","github-carolmonroe22-zerena","zerena","https://zerena.help/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-carolmonroe22-zerena","zerena","https://zerena.help/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-carolmonroe22-zerena","zerena","https://zerena.help/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-carolmonroe22-zerena","zerena","https://zerena.help/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"acopio","github-chappie21-vnzlcentrosdeinsumos","github chappie21 vnzlcentrosdeinsumos","https://github.com/Chappie21/VnzlCentrosDeInsumos","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"donaciones","github-chappie21-vnzlcentrosdeinsumos","github chappie21 vnzlcentrosdeinsumos","https://github.com/Chappie21/VnzlCentrosDeInsumos","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"necesidades","github-chappie21-vnzlcentrosdeinsumos","github chappie21 vnzlcentrosdeinsumos","https://github.com/Chappie21/VnzlCentrosDeInsumos","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","github-chappie21-vnzlcentrosdeinsumos","github chappie21 vnzlcentrosdeinsumos","https://github.com/Chappie21/VnzlCentrosDeInsumos","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","github-chappie21-vnzlcentrosdeinsumos","github chappie21 vnzlcentrosdeinsumos","https://github.com/Chappie21/VnzlCentrosDeInsumos","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"voluntarios","github-chappie21-vnzlcentrosdeinsumos","github chappie21 vnzlcentrosdeinsumos","https://github.com/Chappie21/VnzlCentrosDeInsumos","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-chappie21-vnzlcentrosdeinsumos","github chappie21 vnzlcentrosdeinsumos","https://github.com/Chappie21/VnzlCentrosDeInsumos","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-chappie21-vnzlcentrosdeinsumos","github chappie21 vnzlcentrosdeinsumos","https://github.com/Chappie21/VnzlCentrosDeInsumos","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-chappie21-vnzlcentrosdeinsumos","github chappie21 vnzlcentrosdeinsumos","https://github.com/Chappie21/VnzlCentrosDeInsumos","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-chappie21-vnzlcentrosdeinsumos","github chappie21 vnzlcentrosdeinsumos","https://github.com/Chappie21/VnzlCentrosDeInsumos","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"acopio","github-danieibazgc-rastro","Rastro","https://rastro-six.vercel.app","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"necesidades","github-danieibazgc-rastro","Rastro","https://rastro-six.vercel.app","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","github-danieibazgc-rastro","Rastro","https://rastro-six.vercel.app","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","github-danieibazgc-rastro","Rastro","https://rastro-six.vercel.app","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-danieibazgc-rastro","Rastro","https://rastro-six.vercel.app","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-danieibazgc-rastro","Rastro","https://rastro-six.vercel.app","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-danieibazgc-rastro","Rastro","https://rastro-six.vercel.app","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-danieibazgc-rastro","Rastro","https://rastro-six.vercel.app","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-danieibazgc-rastro","Rastro","https://rastro-six.vercel.app","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"donaciones","github-daniquishpecod4-sarab4ve","github daniquishpecod4 sarab4ve","https://github.com/daniquishpecod4/SARAB4VE","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"necesidades","github-daniquishpecod4-sarab4ve","github daniquishpecod4 sarab4ve","https://github.com/daniquishpecod4/SARAB4VE","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","github-daniquishpecod4-sarab4ve","github daniquishpecod4 sarab4ve","https://github.com/daniquishpecod4/SARAB4VE","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","github-daniquishpecod4-sarab4ve","github daniquishpecod4 sarab4ve","https://github.com/daniquishpecod4/SARAB4VE","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"voluntarios","github-daniquishpecod4-sarab4ve","github daniquishpecod4 sarab4ve","https://github.com/daniquishpecod4/SARAB4VE","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-daniquishpecod4-sarab4ve","github daniquishpecod4 sarab4ve","https://github.com/daniquishpecod4/SARAB4VE","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-daniquishpecod4-sarab4ve","github daniquishpecod4 sarab4ve","https://github.com/daniquishpecod4/SARAB4VE","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-daniquishpecod4-sarab4ve","github daniquishpecod4 sarab4ve","https://github.com/daniquishpecod4/SARAB4VE","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-daniquishpecod4-sarab4ve","github daniquishpecod4 sarab4ve","https://github.com/daniquishpecod4/SARAB4VE","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-daniquishpecod4-sarab4ve","github daniquishpecod4 sarab4ve","https://github.com/daniquishpecod4/SARAB4VE","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","github-datatalesbyagos-puente-de-vida","Puente de Vida","https://docs.google.com/document/d/1CnY_SZOGfB6r3yJDiAr_odOm0yTfUQ05teEMeRCIL-c/edit?usp=sharing","build4venezuela_analysis","in_development","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"voluntarios","github-datatalesbyagos-puente-de-vida","Puente de Vida","https://docs.google.com/document/d/1CnY_SZOGfB6r3yJDiAr_odOm0yTfUQ05teEMeRCIL-c/edit?usp=sharing","build4venezuela_analysis","in_development","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-datatalesbyagos-puente-de-vida","Puente de Vida","https://docs.google.com/document/d/1CnY_SZOGfB6r3yJDiAr_odOm0yTfUQ05teEMeRCIL-c/edit?usp=sharing","build4venezuela_analysis","in_development","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-datatalesbyagos-puente-de-vida","Puente de Vida","https://docs.google.com/document/d/1CnY_SZOGfB6r3yJDiAr_odOm0yTfUQ05teEMeRCIL-c/edit?usp=sharing","build4venezuela_analysis","in_development","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"conectividad","github-datatalesbyagos-puente-de-vida","Puente de Vida","https://docs.google.com/document/d/1CnY_SZOGfB6r3yJDiAr_odOm0yTfUQ05teEMeRCIL-c/edit?usp=sharing","build4venezuela_analysis","in_development","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-datatalesbyagos-puente-de-vida","Puente de Vida","https://docs.google.com/document/d/1CnY_SZOGfB6r3yJDiAr_odOm0yTfUQ05teEMeRCIL-c/edit?usp=sharing","build4venezuela_analysis","in_development","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-datatalesbyagos-puente-de-vida","Puente de Vida","https://docs.google.com/document/d/1CnY_SZOGfB6r3yJDiAr_odOm0yTfUQ05teEMeRCIL-c/edit?usp=sharing","build4venezuela_analysis","in_development","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-datatalesbyagos-puente-de-vida","Puente de Vida","https://docs.google.com/document/d/1CnY_SZOGfB6r3yJDiAr_odOm0yTfUQ05teEMeRCIL-c/edit?usp=sharing","build4venezuela_analysis","in_development","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-devandrew64-bloom-sismo","Bloom-Sismo","https://github.com/DevAndrew64/Bloom-Sismo","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-devandrew64-bloom-sismo","Bloom-Sismo","https://github.com/DevAndrew64/Bloom-Sismo","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-devandrew64-bloom-sismo","Bloom-Sismo","https://github.com/DevAndrew64/Bloom-Sismo","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","github-diegomucha-buscachat","github diegomucha buscachat","https://github.com/DiegoMucha/buscachat","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","github-diegomucha-buscachat","github diegomucha buscachat","https://github.com/DiegoMucha/buscachat","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-diegomucha-buscachat","github diegomucha buscachat","https://github.com/DiegoMucha/buscachat","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-diegomucha-buscachat","github diegomucha buscachat","https://github.com/DiegoMucha/buscachat","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-diegomucha-buscachat","github diegomucha buscachat","https://github.com/DiegoMucha/buscachat","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-diegomucha-buscachat","github diegomucha buscachat","https://github.com/DiegoMucha/buscachat","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-diegomucha-buscachat","github diegomucha buscachat","https://github.com/DiegoMucha/buscachat","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-edwinvrgs-found-people-ve-bot","Encontrados VE (Telegram)","https://t.me/encontrados_ve_bot","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-edwinvrgs-found-people-ve-bot","Encontrados VE (Telegram)","https://t.me/encontrados_ve_bot","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"necesidades","github-enbonnet-psico-support","Psico Ayuda Venezuela","https://psicoayudaven.com/","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","github-enbonnet-psico-support","Psico Ayuda Venezuela","https://psicoayudaven.com/","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","github-enbonnet-psico-support","Psico Ayuda Venezuela","https://psicoayudaven.com/","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-enbonnet-psico-support","Psico Ayuda Venezuela","https://psicoayudaven.com/","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-enbonnet-psico-support","Psico Ayuda Venezuela","https://psicoayudaven.com/","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-enbonnet-psico-support","Psico Ayuda Venezuela","https://psicoayudaven.com/","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-enbonnet-psico-support","Psico Ayuda Venezuela","https://psicoayudaven.com/","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"necesidades","github-gabadabaduu-build4venezuela-acompa-amientopsicologico","github gabadabaduu build4venezuela acompa amientopsicologico","https://github.com/gabadabaduu/build4venezuela-acompa-amientopsicologico","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","github-gabadabaduu-build4venezuela-acompa-amientopsicologico","github gabadabaduu build4venezuela acompa amientopsicologico","https://github.com/gabadabaduu/build4venezuela-acompa-amientopsicologico","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","github-gabadabaduu-build4venezuela-acompa-amientopsicologico","github gabadabaduu build4venezuela acompa amientopsicologico","https://github.com/gabadabaduu/build4venezuela-acompa-amientopsicologico","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"voluntarios","github-gabadabaduu-build4venezuela-acompa-amientopsicologico","github gabadabaduu build4venezuela acompa amientopsicologico","https://github.com/gabadabaduu/build4venezuela-acompa-amientopsicologico","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-gabadabaduu-build4venezuela-acompa-amientopsicologico","github gabadabaduu build4venezuela acompa amientopsicologico","https://github.com/gabadabaduu/build4venezuela-acompa-amientopsicologico","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-gabadabaduu-build4venezuela-acompa-amientopsicologico","github gabadabaduu build4venezuela acompa amientopsicologico","https://github.com/gabadabaduu/build4venezuela-acompa-amientopsicologico","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-gabadabaduu-build4venezuela-acompa-amientopsicologico","github gabadabaduu build4venezuela acompa amientopsicologico","https://github.com/gabadabaduu/build4venezuela-acompa-amientopsicologico","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-gabadabaduu-build4venezuela-acompa-amientopsicologico","github gabadabaduu build4venezuela acompa amientopsicologico","https://github.com/gabadabaduu/build4venezuela-acompa-amientopsicologico","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"acopio","github-gaboclus-ayudave","github gaboclus ayudave","https://github.com/gaboclus/ayudave","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"donaciones","github-gaboclus-ayudave","github gaboclus ayudave","https://github.com/gaboclus/ayudave","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"necesidades","github-gaboclus-ayudave","github gaboclus ayudave","https://github.com/gaboclus/ayudave","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","github-gaboclus-ayudave","github gaboclus ayudave","https://github.com/gaboclus/ayudave","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","github-gaboclus-ayudave","github gaboclus ayudave","https://github.com/gaboclus/ayudave","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"voluntarios","github-gaboclus-ayudave","github gaboclus ayudave","https://github.com/gaboclus/ayudave","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-gaboclus-ayudave","github gaboclus ayudave","https://github.com/gaboclus/ayudave","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-gaboclus-ayudave","github gaboclus ayudave","https://github.com/gaboclus/ayudave","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-gaboclus-ayudave","github gaboclus ayudave","https://github.com/gaboclus/ayudave","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-gaboclus-ayudave","github gaboclus ayudave","https://github.com/gaboclus/ayudave","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-gaboclus-ayudave","github gaboclus ayudave","https://github.com/gaboclus/ayudave","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","github-geckovision-ayuda-venezuela-bot","Ayuda Venezuela","https://ayuda-venezuela-wine.vercel.app/","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","github-geckovision-ayuda-venezuela-bot","Ayuda Venezuela","https://ayuda-venezuela-wine.vercel.app/","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-geckovision-ayuda-venezuela-bot","Ayuda Venezuela","https://ayuda-venezuela-wine.vercel.app/","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-geckovision-ayuda-venezuela-bot","Ayuda Venezuela","https://ayuda-venezuela-wine.vercel.app/","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
